PLANT_ID,LIBRARY,GENETIC_SUBPOP_KINSHIP,SUBPOP,ECOTYPE_NNET,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE,PLANTED_2018
J250.A,IEMA,Gulf,Gulf,Lowland,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.33,-98.12,283,Location Approximate,"NA",Panicum virgatum,"NA",2014-11-15,Y
J250.B,IEZA,Gulf,Gulf,Lowland,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.33,-98.12,283,Location Approximate,"NA",Panicum virgatum,"NA",2014-11-15,Y
J250.C,IEZB,Gulf,Gulf,Lowland,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.33,-98.12,283,Location Approximate,"NA",Panicum virgatum,"NA",2014-11-15,Y
J251.A,IEMB,Gulf,Gulf,Lowland,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.29,-97.74,183,Location Approximate,"NA",Panicum virgatum,"NA",2014-11-15,Y
J251.B,IEZC,Gulf,Gulf,Lowland,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.29,-97.74,183,Location Approximate,"NA",Panicum virgatum,"NA",2014-11-15,Y
J251.C,IEZD,Gulf,Gulf,Lowland,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.29,-97.74,183,Location Approximate,"NA",Panicum virgatum,"NA",2014-11-15,Y
J257.A,IGRT,Midwest,Midwest,Upland,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Dakota,44.7922,-93.2744,217,"NA","NA",Panicum virgatum,"NA",NA,Y
J258.A,IHXU,Midwest,Midwest,Upland,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Anoka,45.3815,-93.1641,284,"NA","NA",Panicum virgatum,"NA",NA,Y
J258.C,IIIP,Midwest,Midwest,Upland,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Anoka,45.3815,-93.1641,284,"NA","NA",Panicum virgatum,"NA",NA,Y
J259.A,IGNM,Midwest,Midwest,Upland,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Blue Earth,44.2662,-94.0022,251,"NA","NA",Panicum virgatum,"NA",NA,Y
J264.A,IGPR,Midwest,Midwest,Upland,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Fillmore,43.7884,-91.8088,264,"NA","NA",Panicum virgatum,"NA",NA,Y
J267.A,IIIQ,Midwest,Midwest,Unknown,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Sherburne,45.4182,-93.7014,294,"NA","NA",Panicum virgatum,"NA",NA,Y
J267.B,IIIR,Midwest,Midwest,Upland,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Sherburne,45.4182,-93.7014,294,"NA","NA",Panicum virgatum,"NA",NA,Y
J267.C,IIIS,Midwest,Midwest,Upland,4X,Natural Collection,Supplied by Mike Cassler,"NA",Minnesota,Sherburne,45.4182,-93.7014,294,"NA","NA",Panicum virgatum,"NA",NA,Y
J268.A,IJAM,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J270.A,IEME,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J271.A,IJAN,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J272.A,IJAP,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J273.A,IEMF,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J274.A,IJAQ,Gulf,Gulf,Coastal,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J276.A,IEMG,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J276.B,IJAS,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J279.A,IEMH,Gulf,Gulf,Lowland,4X,Natural Collection,Seed from Mexico Collaborators.,"NA",Coahuila,"NA",29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,"NA",2012-09-15,Y
J280.A,IEMI,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Juan Palacio,Texas,Val Verde,29.89883,-100.99755,429,"NA",Devil's River State Park,Panicum virgatum,"NA",2015-02-16,Y
J293.A,IGQK,Gulf,Gulf,Lowland,4X,Natural Collection,Plant Obtained From USDA Collaborators,USDA,Texas,Bexar,29.59,-98.54,293,"NA","NA",Panicum virgatum,"NA",NA,Y
J294.A,IEMK,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Texas,Aransas ,28.11,-97.0291,3,"NA",Fulton; Wet roadside ditch,Panicum virgatum,"NA",NA,Y
J295.A,IEML,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Texas,Travis ,30.32,-97.9823,322,"NA",West Bee Caves ,Panicum virgatum,"NA",NA,Y
J303.A,IEMM,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Kenedy ,26.869715,-97.698227,5,Approx @ County Center,"NA",Panicum virgatum,"NA",2001-01-01,Y
J305.A,IGRE,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Refugio ,28.116958,-96.800263,2,Approx @ County Center,Aransas National Wildlife Refuge,Panicum virgatum,"NA",2001-01-01,Y
J306.A,IGRP,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Mason,30.87404,-99.049946,482,"NA","NA",Panicum virgatum,"NA",2016-05-09,Y
J306.B,IGNN,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Mason,30.87404,-99.049946,482,"NA","NA",Panicum virgatum,"NA",2016-05-09,Y
J306.C,IGPH,Gulf,Gulf,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Mason,30.87404,-99.049946,482,"NA","NA",Panicum virgatum,"NA",2016-05-09,Y
J307.A,IGQB,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Wilson ,29.268378,-98.046518,135,Approx @ County Center,"NA",Panicum virgatum,"NA",2002-01-01,Y
J308.A,IEMN,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Goliad ,28.567371,-97.351656,45,Approx @ County Center,"NA",Panicum virgatum,"NA",2002-01-01,Y
J311.A,IHWX,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Bexar,29.420076,-98.572102,214,Approx @ County Center,"NA",Panicum virgatum,"NA",2003-01-01,Y
J312.A,IEMP,Gulf,Gulf,Unknown,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Kenedy ,26.869715,-97.698227,5,Approx @ County Center,"NA",Panicum virgatum,"NA",2004-01-01,Y
J313.A,IGQU,Gulf,Gulf,Unknown,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Harris ,29.775182,-95.31025,13,Approx @ County Center,"NA",Panicum virgatum,"NA",2004-01-01,Y
J314.A,IEMQ,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Harris,29.775182,-95.31025,13,Approx @ County Center,"NA",Panicum virgatum,"NA",2006-01-01,Y
J318.A,IEMR,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Calhoun ,28.654051,-96.681313,9,Approx @ County Center,"NA",Panicum virgatum,"NA",2009-01-01,Y
J319.A,IEMS,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Matagorda ,28.691133,-95.968271,2,Approx @ County Center,"NA",Panicum virgatum,"NA",2009-01-01,Y
J323.A,IGRF,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Matagorda ,28.691133,-95.968271,2,Approx @ County Center,"NA",Panicum virgatum,"NA",2010-01-01,Y
J324.A,IEMT,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Matagorda ,28.691133,-95.968271,2,Approx @ County Center,"NA",Panicum virgatum,"NA",2010-01-01,Y
J326.A,IEMU,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Brazoria ,29.213186,-95.477781,9,Approx @ County Center,"NA",Panicum virgatum,"NA",2011-01-01,Y
J326.B,IEZE,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Brazoria ,29.213186,-95.477781,9,Approx @ County Center,"NA",Panicum virgatum,"NA",2011-01-01,Y
J327.A,IGRZ,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Victoria ,28.805267,-97.003598,29,Approx @ County Center,"NA",Panicum virgatum,"NA",2012-01-01,Y
J329.A,IEMW,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Jackson ,28.934089,-96.535645,13,Approx @ County Center,"NA",Panicum virgatum,"NA",2012-01-01,Y
J330.A,IEMX,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,LaSalle ,28.275892,-99.10135,101,Approx @ County Center,"NA",Panicum virgatum,"NA",2012-01-01,Y
J331.A,IEMY,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Colorado ,29.537865,-96.49298,64,Approx @ County Center,"NA",Panicum virgatum,"NA",2012-01-01,Y
J335.A,IGNS,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Colorado ,29.68326,-96.286172,57,Approx @ County Center,Attwater Prairie Chicken National Wildlife Refuge,Panicum virgatum,"NA",2012-01-01,Y
J336.A,IHZD,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Austin ,29.871129,-96.280086,81,Approx @ County Center,"NA",Panicum virgatum,"NA",2012-01-01,Y
J337.A,IEMZ,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Austin ,29.871129,-96.280086,81,Approx @ County Center,"NA",Panicum virgatum,"NA",2012-01-01,Y
J339.A,IEZF,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Austin ,29.871129,-96.280086,81,Approx @ County Center,"NA",Panicum virgatum,"NA",2012-01-01,Y
J340.A,IENA,Gulf,Gulf,Coastal,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Harris ,29.775182,-95.31025,13,Approx @ County Center,"NA",Panicum virgatum,"NA",2011-01-01,Y
J341.A,IEZG,Gulf,Gulf,Lowland,4X,Natural Collection,Supplied by John Riley,T. Juenger,Texas,Lubbock,33.53342,-101.679606,945,"NA",Ransom Canyon,Panicum virgatum,"NA",2013-10-13,Y
J343.A,IENB,Gulf,Gulf,Unknown,4X,Breeding Selection,Supplied by John Riley,J. Riley,Texas,Kleberg,27.503259,-97.955818,NA,Approximate,Selection of cross between cultivars found in the King Ranch of southern Texas,Panicum virgatum,"NA",NA,Y
J344.A,IIJA,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3045667,-88.1723167,174,"NA",Total Prairie Size - 106ha,Panicum virgatum,"NA",2009-01-01,Y
J344.C,IHWJ,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3045667,-88.1723167,174,"NA",Total Prairie Size - 106ha,Panicum virgatum,"NA",2009-01-01,Y
J348.A,IHXN,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,"NA",ONM1. Total Prairie Size- 2.2ha,Panicum virgatum,"NA",2009-01-01,Y
J348.B,IIJB,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,"NA",ONM1. Total Prairie Size- 2.2ha,Panicum virgatum,"NA",2009-01-01,Y
J348.C,IHYH,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,"NA",ONM1. Total Prairie Size- 2.2ha,Panicum virgatum,"NA",2009-01-01,Y
J349.A,IIJC,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,"NA",Total Prairie Size- 2.2ha,Panicum virgatum,"NA",2009-01-01,Y
J349.B,IIJD,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,"NA",Total Prairie Size- 2.2ha,Panicum virgatum,"NA",2009-01-01,Y
J349.C,IIJE,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,"NA",Total Prairie Size- 2.2ha,Panicum virgatum,"NA",2009-01-01,Y
J350.B,IHZB,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.7318833,-83.0926167,291,"NA",ONM2 Total Prairie Size- 4.5ha,Panicum virgatum,"NA",2009-01-01,Y
J350.C,IHZU,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.7318833,-83.0926167,291,"NA",ONM2 Total Prairie Size- 4.5ha,Panicum virgatum,"NA",2009-01-01,Y
J351.B,IGPL,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.7318833,-83.0926167,291,"NA",Total Prairie Size- 4.5ha,Panicum virgatum,"NA",2010-01-01,Y
J351.C,IIJF,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.7318833,-83.0926167,291,"NA",Total Prairie Size- 4.5ha,Panicum virgatum,"NA",2010-01-01,Y
J352.A,IHWF,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Madison ,39.8391167,-83.5731,349,"NA",Total Prairie Size- ~2ha,Panicum virgatum,"NA",2009-01-01,Y
J352.B,IHWZ,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Madison ,39.8391167,-83.5731,349,"NA",Total Prairie Size- ~2ha,Panicum virgatum,"NA",2009-01-01,Y
J352.C,IHXS,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Madison ,39.8391167,-83.5731,349,"NA",Total Prairie Size- ~2ha,Panicum virgatum,"NA",2009-01-01,Y
J353.A,IIJG,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Clark,39.8542833,-83.5308,343,"NA",Total Prairie Size- ~2ha,Panicum virgatum,"NA",2009-01-01,Y
J353.B,IGPX,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Clark,39.8542833,-83.5308,343,"NA",Total Prairie Size- ~2ha,Panicum virgatum,"NA",2009-01-01,Y
J353.C,IHYL,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Clark,39.8542833,-83.5308,343,"NA",Total Prairie Size- ~2ha,Panicum virgatum,"NA",2009-01-01,Y
J354.B,IIJH,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Grundy,41.35965,-88.3254333,161,"NA",Site 3. Total Prairie Size - 1027ha,Panicum virgatum,"NA",2009-01-01,Y
J354.C,IHYX,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Grundy,41.35965,-88.3254333,161,"NA",Site 3. Total Prairie Size - 1027ha,Panicum virgatum,"NA",2009-01-01,Y
J355.A,IGQQ,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3472833,-88.1386,170,"NA",Site 1. Total Prairie Size- 7756ha,Panicum virgatum,"NA",2009-01-01,Y
J355.B,IIJI,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3472833,-88.1386,170,"NA",Site 1. Total Prairie Size- 7756ha,Panicum virgatum,"NA",2009-01-01,Y
J355.C,IGRJ,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3472833,-88.1386,170,"NA",Site 1. Total Prairie Size- 7756ha,Panicum virgatum,"NA",2009-01-01,Y
J357.B,IHZQ,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3472833,-88.1386,170,"NA",Total Prairie Size- 7756ha,Panicum virgatum,"NA",2010-01-01,Y
J357.C,IIJJ,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3472833,-88.1386,170,"NA",Total Prairie Size- 7756ha,Panicum virgatum,"NA",2010-01-01,Y
J358.A,IGSD,Midwest,Midwest,Upland,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3891833,-88.1946167,160,"NA",Total Prairie Size- 2023ha,Panicum virgatum,"NA",2010-01-01,Y
J359.A,IENC,Midwest,Midwest,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Quedensley,Nebraska,Douglas,41.26881944,-96.17653611,345,"NA",Site Stolley Prairie. Omaha(168th St. & Dodge St.),Panicum virgatum,Upland,2015-07-15,Y
J359.B,IGNQ,Midwest,Midwest,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Quedensley,Nebraska,Douglas,41.26881944,-96.17653611,345,"NA",Site Stolley Prairie. Omaha(168th St. & Dodge St.),Panicum virgatum,Upland,2015-07-15,Y
J365.A,IEZI,Midwest,Midwest,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Quedensley,Missouri,Atchison,40.5037222,-95.22027778,324,"NA",Site Tarkio Prairie. 5.6 miles west of Elmo,Panicum virgatum,Lowland,2015-07-21,Y
J365.B,IGPJ,Midwest,Midwest,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Quedensley,Missouri,Atchison,40.5028611,-95.21866667,324,"NA",Site Tarkio Prairie. 5.6 miles west of Elmo,Panicum virgatum,Lowland,2015-07-21,Y
J368.A,IRUK,Midwest,Midwest,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Michigan,Allegan,42.52775,-85.921825,NA,"NA",Allegan State Game Area,Panicum virgatum,"NA",NA,Y
J368.B,IRUL,Midwest,Midwest,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Michigan,Allegan,42.52775,-85.921825,NA,"NA",Allegan State Game Area,Panicum virgatum,"NA",NA,Y
J368.C,IRUM,Midwest,Midwest,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Michigan,Allegan,42.52775,-85.921825,NA,"NA",Allegan State Game Area,Panicum virgatum,"NA",NA,Y
J371.A,IGQD,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Mason,44.0851278,-86.4375139,195,"NA","NA",Panicum virgatum,"NA",2008-01-01,Y
J374.A,IGQN,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Allegan,42.6577222,-85.8898056,213,"NA",A- Front of ST. B- Back of ST.,Panicum virgatum,"NA",2009-03-10,Y
J374.B,IGRH,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Allegan,42.6577222,-85.8898056,213,"NA",A- Front of ST. B- Back of ST.,Panicum virgatum,"NA",2009-03-10,Y
J376.A,IEZJ,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Ottawa,43.0086389,-86.2064167,184,"NA",Grand Haven High School,Panicum virgatum,"NA",2008-01-01,Y
J376.B,IEZK,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Ottawa,43.0086389,-86.2064167,184,"NA",Grand Haven High School,Panicum virgatum,"NA",2008-01-01,Y
J376.C,IGSB,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Ottawa,43.0086389,-86.2064167,184,"NA",Grand Haven High School,Panicum virgatum,"NA",2008-01-01,Y
J378.A,IEZL,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Ottawa,43.0086389,-86.2212222,190,"NA","NA",Panicum virgatum,"NA",2008-01-01,Y
J378.B,IGNU,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Ottawa,43.0086389,-86.2212222,190,"NA","NA",Panicum virgatum,"NA",2008-01-01,Y
J378.C,IIJK,Midwest,Midwest,Upland,4X,Natural Collection,Unknown,D. Lowry,Michigan,Ottawa,43.0086389,-86.2212222,190,"NA","NA",Panicum virgatum,"NA",2008-01-01,Y
